Search time, memory usage, and expanded nodes
Level 1
BFS, 24.221296310424805, 21136, 11
DFS, 18.850666761398315, 13816, 21
UCS, 25.442688465118408, 14112, 14
A*, 24.3986599445343, 18576, 10
Level 2
BFS, 1050.482101202011, 215024, 97
DFS, 832.8920760154724, 211816, 229
UCS, 1018.3252472877502, 277632, 214
A*, 898.0479252338409, 236480, 80
Level 6
BFS,
DFS,
UCS,
A*,
